cell_id,longitude,latitude,anomaly_score,anomaly_rank,robust_distance_score,robust_distance_rank,positive_anchor_similarity,positive_anchor_rank,exploration_priority_score,feature_quality,config_b_sensitivity_similarity,config_b_sensitivity_rank
GRID-05731,80.209075,21.859348,0.0808,22696,0.0094,11890,0.6153,13224,0.4251,valid,0.6359,11853
GRID-05732,80.209365,21.859349,0.1056,18382,0.0039,26188,0.6018,14212,0.2932,valid,0.568,17483
GRID-05733,80.209656,21.859351,0.1229,15592,0.0047,24667,0.5875,15211,0.333,valid,0.5548,18406
GRID-05734,80.209946,21.859352,0.0364,27286,0.004,26078,0.6378,11446,0.2207,valid,0.6427,11262
GRID-05735,80.210236,21.859353,0.0377,27234,0.0031,27064,0.6475,10624,0.2193,valid,0.6528,10415
GRID-05736,80.210526,21.859355,0.0645,25072,0.0033,26885,0.6925,7245,0.2881,valid,0.7016,6523
GRID-05737,80.210817,21.859356,0.0696,24420,0.0019,27621,0.7459,3841,0.328,valid,0.7545,3380
GRID-05738,80.211107,21.859358,0.0574,25879,0.0014,27680,0.7509,3565,0.3131,valid,0.7637,2906
GRID-05739,80.211397,21.859359,0.0571,25906,0.0016,27656,0.7012,6649,0.276,valid,0.744,3891
GRID-05740,80.211688,21.85936,0.0932,20518,0.0049,24151,0.7785,2288,0.4354,valid,0.7776,2331
GRID-05741,80.211978,21.859362,0.0594,25692,0.0057,21918,0.7829,2123,0.402,valid,0.7927,1832
GRID-05742,80.212268,21.859363,0.069,24508,0.0054,22663,0.7802,2221,0.4061,valid,0.7822,2177
GRID-05743,80.212559,21.859365,0.0896,21164,0.0025,27461,0.6835,7903,0.3203,valid,0.6694,9008
GRID-05744,80.212849,21.859366,0.0807,22718,0.0048,24347,0.6937,7154,0.348,valid,0.6802,8125
GRID-05745,80.213139,21.859367,0.0892,21238,0.0052,23346,0.7445,3907,0.4169,valid,0.7261,4871
GRID-05746,80.21343,21.859369,0.0853,21937,0.0042,25673,0.764,2906,0.3926,valid,0.7503,3590
GRID-05747,80.21372,21.85937,0.0811,22653,0.007,17682,0.716,5644,0.4471,valid,0.6934,7131
GRID-05748,80.21401,21.859372,0.0552,26088,0.001,27704,0.6792,8222,0.2543,valid,0.6723,8782
GRID-05749,80.214301,21.859373,0.0158,27684,0.0006,27715,0.5625,16790,0.1319,valid,0.5974,15164
GRID-05750,80.214591,21.859374,0.1075,18066,0.0019,27617,0.509,19640,0.2145,valid,0.5488,18803
GRID-05751,80.214881,21.859376,0.0649,25021,0.0041,25778,0.6775,8364,0.2886,valid,0.6767,8424
GRID-05752,80.215172,21.859377,0.058,25825,0.0056,22060,0.6116,13491,0.262,valid,0.6272,12608
GRID-05753,80.215462,21.859378,0.0754,23583,0.0042,25711,0.5482,17575,0.1959,valid,0.5864,16042
GRID-05754,80.215752,21.85938,0.0502,26519,0.0052,23453,0.5338,18354,0.1784,valid,0.5841,16234
GRID-05755,80.216043,21.859381,0.1369,13672,0.0076,16047,0.5444,17803,0.4286,valid,0.6029,14710
GRID-05756,80.216333,21.859383,0.0496,26582,0.0071,17652,0.5521,17346,0.2595,valid,0.5928,15532
GRID-05757,80.216623,21.859384,0.0464,26794,0.0048,24452,0.5054,19792,0.1458,valid,0.5566,18289
GRID-05758,80.216914,21.859385,0.1397,13360,0.0068,18372,0.4391,22458,0.3484,valid,0.4874,22032
GRID-05759,80.217204,21.859387,0.0621,25384,0.0045,24983,0.4931,20375,0.1493,valid,0.5473,18908
GRID-05760,80.217494,21.859388,0.1733,10116,0.0062,20211,0.3948,23818,0.3489,valid,0.452,23334
GRID-05761,80.217785,21.859389,0.074,23798,0.0065,19353,0.5131,19447,0.2473,valid,0.5616,17953
GRID-05762,80.218075,21.859391,0.1317,14389,0.0066,19207,0.4807,20891,0.3448,valid,0.5282,20036
GRID-05763,80.218365,21.859392,0.064,25135,0.007,17854,0.4673,21426,0.2254,valid,0.5099,20973
GRID-05764,80.218656,21.859394,0.066,24881,0.0051,23605,0.489,20551,0.1698,valid,0.5306,19920
GRID-05765,80.218946,21.859395,0.1202,16006,0.0072,17291,0.4273,22841,0.325,valid,0.4807,22319
GRID-05766,80.219236,21.859396,0.2074,7933,0.0081,14711,0.4045,23541,0.4446,valid,0.458,23154
GRID-05767,80.219527,21.859398,0.1769,9856,0.0068,18580,0.4593,21720,0.3969,valid,0.5159,20695
GRID-05768,80.219817,21.859399,0.1878,9128,0.0067,18659,0.5055,19786,0.4279,valid,0.5684,17463
GRID-05769,80.220107,21.8594,0.2056,8041,0.0081,14738,0.5128,19462,0.4921,valid,0.5765,16856
GRID-05770,80.220398,21.859402,0.1225,15645,0.0068,18412,0.5395,18051,0.3734,valid,0.6002,14950
GRID-05771,80.220688,21.859403,0.0651,24987,0.0091,12484,0.6351,11670,0.4091,valid,0.6707,8901
GRID-05772,80.220978,21.859405,0.0898,21137,0.0068,18340,0.6312,11962,0.3815,valid,0.6803,8115
GRID-05773,80.221269,21.859406,0.1289,14779,0.0079,15146,0.5956,14661,0.4639,valid,0.6441,11130
GRID-05774,80.221559,21.859407,0.1151,16808,0.01,10984,0.5687,16405,0.4685,valid,0.6132,13868
GRID-05775,80.221849,21.859409,0.1386,13490,0.008,14864,0.5974,14549,0.4841,valid,0.6623,9570
GRID-05776,80.22214,21.85941,0.0929,20582,0.0068,18539,0.6335,11790,0.3878,valid,0.6924,7204
GRID-05777,80.22243,21.859411,0.1834,9421,0.0067,18683,0.4197,23100,0.3843,valid,0.4784,22412
GRID-05778,80.22272,21.859413,0.1349,13946,0.0082,14586,0.4434,22317,0.3886,valid,0.4989,21525
GRID-05779,80.223011,21.859414,0.2151,7528,0.0079,15338,0.389,23993,0.4365,valid,0.4455,23557
GRID-05780,80.223301,21.859416,0.092,20731,0.0048,24489,0.5575,17067,0.251,valid,0.6202,13262
GRID-05781,80.223591,21.859417,0.1039,18699,0.0046,24920,0.4903,20501,0.229,valid,0.5545,18431
GRID-05782,80.223881,21.859418,0.1374,13611,0.0062,20399,0.407,23479,0.3087,valid,0.4626,22996
GRID-05783,80.224172,21.85942,0.1164,16619,0.0051,23707,0.4772,21038,0.2621,valid,0.5307,19912
GRID-05784,80.224462,21.859421,0.052,26370,0.0046,24811,0.5592,16971,0.1805,valid,0.6123,13937
GRID-05785,80.224752,21.859422,0.0621,25386,0.0053,22939,0.5083,19664,0.1824,valid,0.5609,18006
GRID-05786,80.225043,21.859424,0.0502,26525,0.006,20795,0.5922,14909,0.2517,valid,0.644,11146
GRID-05787,80.225333,21.859425,0.071,24221,0.0047,24657,0.5534,17281,0.2044,valid,0.6076,14327
GRID-05788,80.225623,21.859426,0.1035,18757,0.0065,19356,0.5494,17505,0.3312,valid,0.6056,14517
GRID-05789,80.225914,21.859428,0.0897,21152,0.0048,24348,0.5122,19486,0.2186,valid,0.569,17418
GRID-05790,80.226204,21.859429,0.1154,16767,0.0057,21790,0.5192,19159,0.306,valid,0.5759,16902
GRID-05791,80.226494,21.859431,0.1782,9774,0.0056,22304,0.427,22855,0.3394,valid,0.4848,22148
GRID-05792,80.226785,21.859432,0.1549,11694,0.0066,19046,0.4985,20112,0.3885,valid,0.5551,18383
GRID-05793,80.227075,21.859433,0.1215,15775,0.0078,15404,0.5574,17069,0.4198,valid,0.611,14064
GRID-05794,80.227365,21.859435,0.079,23003,0.0072,17138,0.5609,16880,0.3143,valid,0.6135,13842
GRID-05795,80.227656,21.859436,0.1052,18475,0.0078,15470,0.6075,13791,0.426,valid,0.6593,9836
GRID-05796,80.227946,21.859437,0.1046,18575,0.0072,17367,0.5455,17741,0.3545,valid,0.6005,14934
GRID-05797,80.228236,21.859439,0.1351,13920,0.0089,13019,0.5669,16520,0.4774,valid,0.6168,13558
GRID-05798,80.228527,21.85944,0.08,22838,0.0092,12429,0.6681,9053,0.4671,valid,0.7119,5780
GRID-05799,80.228817,21.859441,0.0468,26775,0.0077,15824,0.705,6410,0.4107,valid,0.7513,3529
GRID-05800,80.229107,21.859443,0.0643,25098,0.0083,14194,0.7127,5862,0.457,valid,0.7604,3073
GRID-05801,80.229398,21.859444,0.0757,23550,0.0081,14714,0.6579,9833,0.4216,valid,0.7049,6287
GRID-05802,80.229688,21.859446,0.3836,2231,0.0125,8437,0.3022,25632,0.5635,valid,0.3422,25630
GRID-05803,80.229978,21.859447,0.2629,5450,0.0201,5614,0.4468,22190,0.6001,valid,0.4947,21725
GRID-05804,80.230269,21.859448,0.379,2308,0.051,3287,0.3975,23748,0.6472,valid,0.4472,23490
GRID-05805,80.230559,21.85945,0.4172,1695,0.0937,2585,0.4244,22956,0.6725,valid,0.4761,22500
GRID-05806,80.230849,21.859451,0.3409,3057,0.1241,2108,0.5416,17951,0.7221,valid,0.6015,14822
GRID-05807,80.23114,21.859452,0.3394,3095,0.1425,1852,0.66,9669,0.8243,valid,0.7099,5926
GRID-05808,80.23143,21.859454,0.3268,3421,0.1557,1660,0.6939,7142,0.853,valid,0.7524,3483
GRID-05809,80.23172,21.859455,0.3534,2783,0.1747,1377,0.7201,5372,0.8854,valid,0.7491,3642
GRID-05810,80.232011,21.859456,0.3815,2264,0.1967,1091,0.718,5507,0.8935,valid,0.7453,3817
GRID-05811,80.232301,21.859458,0.3244,3491,0.2075,997,0.6449,10830,0.8158,valid,0.7056,6236
GRID-05812,80.232591,21.859459,0.3736,2397,0.1984,1073,0.6686,9020,0.8498,valid,0.6963,6907
GRID-05813,80.232882,21.85946,0.39,2120,0.1821,1271,0.4515,22011,0.6946,valid,0.5082,21069
GRID-05814,80.233172,21.859462,0.3219,3561,0.1864,1217,0.4899,20519,0.6958,valid,0.5341,19697
GRID-05815,80.233462,21.859463,0.3512,2823,0.2047,1020,0.4967,20203,0.7109,valid,0.5361,19595
GRID-05816,80.233753,21.859464,0.3831,2241,0.2191,902,0.444,22296,0.6941,valid,0.4805,22329
GRID-05817,80.234043,21.859466,0.339,3101,0.2154,930,0.4448,22266,0.6838,valid,0.4786,22404
GRID-05818,80.234333,21.859467,0.3918,2081,0.2159,924,0.3704,24423,0.6702,valid,0.4083,24486
GRID-05819,80.234624,21.859469,0.3195,3625,0.2144,943,0.3576,24711,0.6479,valid,0.3842,24981
GRID-05820,80.234914,21.85947,0.2895,4533,0.2396,755,0.454,21916,0.6729,valid,0.4636,22948
GRID-05821,80.235204,21.859471,0.2855,4637,0.2228,862,0.4931,20374,0.6889,valid,0.506,21186
GRID-05822,80.235495,21.859473,0.2445,6213,0.1979,1077,0.493,20379,0.6673,valid,0.5144,20768
GRID-05823,80.235785,21.859474,0.241,6376,0.1808,1294,0.4876,20615,0.6599,valid,0.5155,20711
GRID-05824,80.236075,21.859475,0.2309,6797,0.1787,1324,0.4838,20773,0.6526,valid,0.5175,20611
GRID-05825,80.236366,21.859477,0.3251,3476,0.2345,789,0.3944,23835,0.6621,valid,0.4284,24039
GRID-05826,80.236656,21.859478,0.3286,3369,0.3324,508,0.4536,21935,0.6896,valid,0.4581,23150
GRID-05827,80.236946,21.859479,0.4499,1346,0.3732,453,0.4177,23163,0.6999,valid,0.3974,24732
GRID-05828,80.237237,21.859481,0.2878,4566,0.3443,494,0.4696,21330,0.6827,valid,0.4668,22855
GRID-05829,80.237527,21.859482,0.3166,3728,0.2575,685,0.58,15706,0.7581,valid,0.566,17642
GRID-05830,80.237817,21.859483,0.2381,6495,0.1521,1722,0.6824,7986,0.8052,valid,0.6775,8347
GRID-05831,80.238108,21.859485,0.138,13541,0.0824,2772,0.7094,6092,0.7306,valid,0.7209,5181
GRID-05832,80.238398,21.859486,0.1168,16546,0.0582,3164,0.7017,6622,0.6834,valid,0.7177,5363
GRID-05833,80.238688,21.859487,0.1043,18626,0.0468,3373,0.6774,8376,0.6348,valid,0.6964,6893
GRID-05834,80.238979,21.859489,0.0836,22261,0.0313,4147,0.6459,10756,0.5531,valid,0.6657,9323
GRID-05835,80.239269,21.85949,0.1272,15008,0.0203,5550,0.4949,20280,0.5089,valid,0.5377,19502
GRID-05836,80.239559,21.859491,0.1321,14335,0.0134,7866,0.4394,22453,0.4631,valid,0.4775,22439
GRID-05837,80.23985,21.859493,0.3038,4088,0.0121,8735,0.2978,25691,0.5369,valid,0.3337,25745
GRID-05838,80.24014,21.859494,0.2879,4564,0.0168,6411,0.3504,24859,0.5691,valid,0.3863,24950
GRID-05839,80.24043,21.859495,0.1733,10110,0.0126,8426,0.4373,22504,0.5065,valid,0.47,22737
GRID-05840,80.24072,21.859497,0.0544,26156,0.0073,17001,0.5446,17789,0.2671,valid,0.5796,16599
GRID-05841,80.241011,21.859498,0.1305,14544,0.0144,7349,0.5671,16505,0.5383,valid,0.6151,13695
GRID-05842,80.241301,21.859499,0.246,6150,0.0105,10376,0.3345,25146,0.4989,valid,0.3792,25067
GRID-05843,80.241591,21.859501,0.1036,18743,0.0096,11585,0.5032,19891,0.3961,valid,0.5519,18589
GRID-05844,80.241882,21.859502,0.375,2377,0.0148,7164,0.2838,25883,0.574,valid,0.3234,25880
GRID-05845,80.242172,21.859503,0.414,1733,0.0189,5859,0.2667,26105,0.5948,valid,0.3006,26139
GRID-05846,80.242462,21.859505,0.1147,16860,0.0151,7059,0.5561,17139,0.5063,valid,0.5898,15770
GRID-05847,80.242753,21.859506,0.1029,18864,0.0278,4456,0.6754,8521,0.6171,valid,0.6685,9069
GRID-05848,80.243043,21.859507,0.1664,10657,0.0246,4847,0.4326,22664,0.541,valid,0.4698,22741
GRID-05849,80.243333,21.859509,0.1975,8503,0.0115,9245,0.3381,25095,0.4848,valid,0.3778,25098
GRID-05850,80.243624,21.85951,0.2851,4653,0.0071,17413,0.3081,25544,0.4275,valid,0.345,25595
GRID-05851,80.243914,21.859511,0.2631,5442,0.0075,16400,0.2896,25802,0.4271,valid,0.3306,25776
GRID-05852,80.244204,21.859513,0.1395,13384,0.008,15049,0.4307,22724,0.3849,valid,0.4765,22479
GRID-05853,80.244495,21.859514,0.0913,20857,0.0064,19792,0.4067,23488,0.2288,valid,0.4435,23618
GRID-05854,80.244785,21.859515,0.1019,19035,0.0103,10544,0.5561,17136,0.4383,valid,0.5689,17427
GRID-05855,80.245075,21.859517,0.0611,25509,0.0095,11774,0.5609,16886,0.3486,valid,0.5788,16659
GRID-05856,80.245366,21.859518,0.0189,27660,0.0019,27630,0.5671,16508,0.1366,valid,0.6039,14635
GRID-05857,80.245656,21.859519,0.0823,22455,0.01,10963,0.7254,5023,0.5378,valid,0.7438,3902
GRID-05858,80.245946,21.859521,0.0566,25958,0.0143,7414,0.6571,9901,0.4797,valid,0.7023,6476
GRID-05859,80.246237,21.859522,0.0404,27101,0.0068,18316,0.6234,12607,0.3023,valid,0.6587,9888
GRID-05860,80.246527,21.859523,0.0859,21843,0.0063,19959,0.4865,20670,0.2488,valid,0.5238,20289
GRID-05861,80.246817,21.859525,0.1929,8791,0.0081,14777,0.3445,24966,0.4164,valid,0.3886,24908
GRID-05862,80.247108,21.859526,0.1101,17614,0.0062,20441,0.4103,23402,0.261,valid,0.4485,23453
GRID-05863,80.247398,21.859527,0.2646,5390,0.0112,9564,0.3422,25020,0.5193,valid,0.3739,25158
GRID-05864,80.247688,21.859529,0.3233,3516,0.0123,8596,0.3322,25188,0.5515,valid,0.3576,25420
GRID-05865,80.247979,21.85953,0.3343,3224,0.016,6695,0.252,26258,0.565,valid,0.2865,26303
GRID-05866,80.248269,21.859531,0.3054,4033,0.0184,5960,0.331,25205,0.5768,valid,0.3727,25170
GRID-05867,80.248559,21.859533,0.1146,16879,0.0051,23700,0.6443,10887,0.3811,valid,0.6243,12837
GRID-05868,80.24885,21.859534,0.067,24762,0.0028,27301,0.6263,12363,0.2253,valid,0.642,11328
GRID-05869,80.24914,21.859535,0.0619,25400,0.0053,23051,0.6136,13353,0.2568,valid,0.6378,11695
GRID-05870,80.24943,21.859537,0.0342,27365,0.002,27602,0.5173,19245,0.1076,valid,0.5529,18525
GRID-05871,80.249721,21.859538,0.0672,24736,0.0041,25854,0.5437,17848,0.177,valid,0.5787,16672
GRID-05872,80.250011,21.859539,0.0778,23214,0.0068,18406,0.5472,17636,0.2875,valid,0.5775,16765
GRID-05873,80.250301,21.859541,0.0461,26815,0.0054,22852,0.5532,17291,0.1948,valid,0.5845,16204
GRID-05874,80.250592,21.859542,0.0624,25333,0.0104,10459,0.5648,16654,0.3693,valid,0.5885,15881
GRID-05875,80.250882,21.859543,0.1109,17487,0.0126,8368,0.4338,22629,0.417,valid,0.4862,22090
GRID-05876,80.251172,21.859545,0.0884,21368,0.0068,18292,0.4214,23045,0.246,valid,0.4638,22945
GRID-05877,80.251463,21.859546,0.0869,21666,0.0085,13652,0.4293,22774,0.3015,valid,0.4597,23095
GRID-05878,80.251753,21.859547,0.0865,21725,0.006,20995,0.4379,22490,0.2159,valid,0.4644,22934
GRID-05879,80.252043,21.859548,0.5404,709,0.983,117,0.0359,27478,0.6597,valid,0.0299,27490
GRID-05880,80.252334,21.85955,0.1055,18409,0.0084,14039,0.6071,13823,0.4436,partial,0.6025,14749
GRID-05881,80.20385,21.859052,0.133,14202,0.0106,10157,0.5658,16592,0.5076,partial,0.5267,20135
GRID-05882,80.204141,21.859053,0.455,1294,0.7306,294,0.2153,26655,0.6604,valid,0.1902,26974
GRID-05883,80.204431,21.859055,0.1024,18947,0.0074,16618,0.6647,9309,0.4604,valid,0.6464,10939
GRID-05884,80.204721,21.859056,0.1218,15743,0.0064,19726,0.6848,7820,0.4795,valid,0.6755,8524
GRID-05885,80.205012,21.859057,0.0644,25089,0.0082,14432,0.5139,19418,0.2913,valid,0.5404,19336
GRID-05886,80.205302,21.859059,0.2093,7826,0.0092,12427,0.3475,24911,0.4569,valid,0.3883,24912
GRID-05887,80.205592,21.85906,0.1068,18192,0.0051,23695,0.5253,18823,0.27,valid,0.5551,18381
GRID-05888,80.205883,21.859062,0.1336,14134,0.0067,18694,0.5975,14542,0.4304,valid,0.5925,15554
GRID-05889,80.206173,21.859063,0.087,21646,0.0048,24405,0.5966,14600,0.2707,valid,0.5849,16175
GRID-05890,80.206463,21.859064,0.1174,16465,0.0057,21768,0.6,14344,0.3678,valid,0.5994,15008
GRID-05891,80.206754,21.859066,0.0887,21315,0.005,23953,0.6095,13637,0.2917,valid,0.6085,14253
GRID-05892,80.207044,21.859067,0.0886,21342,0.0055,22615,0.5932,14838,0.293,valid,0.5766,16845
GRID-05893,80.207334,21.859069,0.1109,17486,0.0074,16641,0.6443,10885,0.4587,valid,0.6181,13449
GRID-05894,80.207625,21.85907,0.0927,20601,0.0058,21629,0.6748,8571,0.3891,valid,0.6515,10529
GRID-05895,80.207915,21.859071,0.0767,23399,0.0056,22321,0.7029,6525,0.3718,valid,0.682,7977
GRID-05896,80.208205,21.859073,0.0663,24837,0.0054,22680,0.7132,5825,0.3586,valid,0.6842,7816
GRID-05897,80.208496,21.859074,0.0874,21575,0.0066,19182,0.6555,10012,0.3895,valid,0.6544,10282
GRID-05898,80.208786,21.859076,0.0965,19955,0.0043,25449,0.6174,13065,0.2969,valid,0.6395,11547
GRID-05899,80.209076,21.859077,0.0852,21963,0.0095,11783,0.6528,10219,0.4713,valid,0.6491,10695
GRID-05900,80.209367,21.859078,0.0676,24682,0.003,27191,0.6375,11468,0.2383,valid,0.6122,13940
GRID-05901,80.209657,21.85908,0.0884,21379,0.0039,26181,0.6718,8783,0.3225,valid,0.6628,9534
GRID-05902,80.209947,21.859081,0.0461,26809,0.0019,27612,0.6669,9148,0.2356,valid,0.6607,9707
GRID-05903,80.210238,21.859082,0.0973,19824,0.004,26109,0.5998,14354,0.2751,valid,0.6323,12138
GRID-05904,80.210528,21.859084,0.0555,26050,0.0043,25485,0.6648,9291,0.2686,valid,0.6641,9439
GRID-05905,80.210818,21.859085,0.071,24223,0.0024,27504,0.7257,5007,0.3178,valid,0.7204,5207
GRID-05906,80.211109,21.859087,0.0887,21313,0.0038,26351,0.7385,4278,0.3754,valid,0.7102,5896
GRID-05907,80.211399,21.859088,0.0761,23493,0.003,27164,0.7703,2613,0.3594,valid,0.7596,3107
GRID-05908,80.211689,21.859089,0.0756,23568,0.0053,22968,0.7807,2206,0.4139,valid,0.7772,2347
GRID-05909,80.21198,21.859091,0.0896,21179,0.0074,16549,0.7763,2384,0.5177,valid,0.7708,2593
GRID-05910,80.21227,21.859092,0.0849,22002,0.0057,21773,0.7803,2218,0.4469,valid,0.7597,3104
GRID-05911,80.21256,21.859094,0.0795,22930,0.0034,26805,0.6857,7743,0.3088,valid,0.6599,9784
GRID-05912,80.212851,21.859095,0.0939,20380,0.0036,26632,0.7265,4959,0.3751,valid,0.7171,5408
GRID-05913,80.213141,21.859096,0.0859,21823,0.0048,24317,0.66,9664,0.329,valid,0.682,7978
GRID-05914,80.213431,21.859098,0.0563,25991,0.0014,27676,0.711,5968,0.2829,valid,0.7479,3696
GRID-05915,80.213722,21.859099,0.0697,24410,0.0044,25365,0.6775,8371,0.3008,valid,0.714,5635
GRID-05916,80.214012,21.859101,0.0748,23691,0.0077,15788,0.6625,9477,0.4113,valid,0.6983,6744
GRID-05917,80.214302,21.859102,0.0489,26637,0.0051,23473,0.6904,7392,0.3085,valid,0.7124,5755
GRID-05918,80.214593,21.859103,0.0512,26443,0.0021,27575,0.6594,9713,0.2336,valid,0.6814,8024
GRID-05919,80.214883,21.859105,0.0625,25327,0.0033,26968,0.5598,16937,0.1675,valid,0.6137,13818
GRID-05920,80.215173,21.859106,0.1761,9915,0.0081,14709,0.3755,24308,0.4116,valid,0.4223,24174
GRID-05921,80.215464,21.859107,0.2363,6564,0.0085,13790,0.4263,22885,0.4801,valid,0.4783,22416
GRID-05922,80.215754,21.859109,0.2234,7103,0.0112,9497,0.4644,21523,0.5416,valid,0.5108,20927
GRID-05923,80.216044,21.85911,0.1818,9524,0.0099,11148,0.5293,18616,0.5276,valid,0.5815,16446
GRID-05924,80.216334,21.859112,0.1285,14826,0.0088,13046,0.5101,19591,0.4293,valid,0.5536,18480
GRID-05925,80.216625,21.859113,0.1542,11750,0.0059,21350,0.3635,24581,0.3064,valid,0.4132,24382
GRID-05926,80.216915,21.859114,0.1141,16959,0.0051,23582,0.44,22439,0.2427,valid,0.4897,21951
GRID-05927,80.217205,21.859116,0.0752,23636,0.0054,22831,0.4905,20488,0.1949,valid,0.5463,18962
GRID-05928,80.217496,21.859117,0.1695,10407,0.0054,22756,0.365,24541,0.3061,valid,0.4176,24287
GRID-05929,80.217786,21.859118,0.062,25394,0.0048,24458,0.5309,18508,0.178,valid,0.5766,16840
GRID-05930,80.218076,21.85912,0.0548,26112,0.0063,20142,0.5736,16092,0.2503,valid,0.6171,13531
GRID-05931,80.218367,21.859121,0.0641,25125,0.0088,13061,0.6434,10958,0.4091,valid,0.6664,9259
GRID-05932,80.218657,21.859123,0.0837,22225,0.0052,23254,0.4551,21875,0.1901,valid,0.5061,21178
GRID-05933,80.218947,21.859124,0.0786,23083,0.0082,14445,0.5438,17841,0.3342,valid,0.5968,15209
GRID-05934,80.219238,21.859125,0.2747,5035,0.0088,13152,0.3786,24235,0.4899,valid,0.4336,23890
GRID-05935,80.219528,21.859127,0.2014,8279,0.0075,16321,0.4546,21893,0.4409,valid,0.5147,20753
GRID-05936,80.219818,21.859128,0.2194,7314,0.007,17911,0.4834,20796,0.4466,valid,0.5489,18795
GRID-05937,80.220109,21.859129,0.2505,5957,0.0134,7907,0.5577,17057,0.6282,valid,0.61,14131
GRID-05938,80.220399,21.859131,0.1485,12357,0.009,12720,0.5764,15945,0.5067,valid,0.6297,12386
GRID-05939,80.220689,21.859132,0.1172,16493,0.01,10997,0.5118,19500,0.435,valid,0.5592,18116
GRID-05940,80.22098,21.859134,0.1059,18321,0.0065,19236,0.6007,14291,0.3765,valid,0.6627,9543
GRID-05941,80.22127,21.859135,0.0928,20586,0.0073,16957,0.5247,18856,0.3218,valid,0.5884,15890
GRID-05942,80.22156,21.859136,0.1602,11192,0.0084,14013,0.52,19120,0.467,valid,0.5702,17340
GRID-05943,80.221851,21.859138,0.1449,12728,0.0084,14069,0.6083,13722,0.5128,valid,0.6732,8703
GRID-05944,80.222141,21.859139,0.1005,19279,0.0078,15581,0.6172,13073,0.4236,valid,0.6834,7883
GRID-05945,80.222431,21.85914,0.1655,10733,0.0085,13654,0.4868,20659,0.4583,valid,0.5399,19368
GRID-05946,80.222722,21.859142,0.1852,9311,0.0095,11763,0.4843,20759,0.497,valid,0.5479,18858
GRID-05947,80.223012,21.859143,0.1637,10886,0.0087,13414,0.4782,20987,0.4554,valid,0.5434,19173
GRID-05948,80.223302,21.859145,0.1616,11071,0.0072,17119,0.4506,22046,0.3959,valid,0.5144,20766
GRID-05949,80.223593,21.859146,0.1892,9047,0.0086,13524,0.4986,20104,0.4869,valid,0.5626,17898
GRID-05950,80.223883,21.859147,0.0958,20088,0.0065,19365,0.5458,17713,0.3126,valid,0.6051,14543
GRID-05951,80.224173,21.859149,0.0869,21660,0.0071,17508,0.5321,18447,0.3072,valid,0.5866,16035
GRID-05952,80.224464,21.85915,0.0765,23446,0.005,23864,0.4985,20110,0.1893,valid,0.5535,18488
GRID-05953,80.224754,21.859151,0.0567,25935,0.0051,23552,0.5368,18196,0.1861,valid,0.5889,15852
GRID-05954,80.225044,21.859153,0.0634,25210,0.0058,21429,0.5962,14628,0.2633,valid,0.6486,10739
GRID-05955,80.225335,21.859154,0.0779,23199,0.0055,22434,0.55,17470,0.2412,valid,0.605,14546
GRID-05956,80.225625,21.859155,0.0987,19576,0.0076,16042,0.5482,17579,0.3603,valid,0.5986,15063
GRID-05957,80.225915,21.859157,0.1669,10627,0.0058,21577,0.4489,22112,0.3469,valid,0.5028,21347
GRID-05958,80.226206,21.859158,0.0841,22154,0.0056,22071,0.5589,16990,0.2639,valid,0.6142,13773
GRID-05959,80.226496,21.85916,0.129,14767,0.0077,15667,0.5588,16997,0.4297,valid,0.6152,13686
GRID-05960,80.226786,21.859161,0.1001,19335,0.0067,18748,0.5453,17753,0.3286,valid,0.6009,14888
GRID-05961,80.227077,21.859162,0.0972,19841,0.0062,20226,0.525,18839,0.2917,valid,0.5814,16456
GRID-05962,80.227367,21.859164,0.0827,22390,0.0069,18109,0.5323,18437,0.2913,valid,0.5849,16168
GRID-05963,80.227657,21.859165,0.0837,22238,0.0069,18177,0.5548,17206,0.3071,valid,0.6067,14401
GRID-05964,80.227948,21.859166,0.1809,9592,0.0064,19580,0.4485,22131,0.3831,valid,0.5009,21438
GRID-05965,80.228238,21.859168,0.2104,7765,0.0076,15989,0.4325,22674,0.4417,valid,0.4847,22151
GRID-05966,80.228528,21.859169,0.1287,14805,0.0071,17539,0.4855,20703,0.3621,valid,0.5408,19314
GRID-05967,80.228819,21.85917,0.1293,14729,0.0116,9151,0.6824,7989,0.6168,valid,0.7216,5138
GRID-05968,80.229109,21.859172,0.1117,17337,0.0109,9855,0.6986,6837,0.5908,valid,0.7366,4264
GRID-05969,80.229399,21.859173,0.1273,14997,0.0142,7470,0.7011,6659,0.6498,valid,0.7398,4101
GRID-05970,80.229689,21.859175,0.2049,8078,0.0153,6972,0.5031,19898,0.5798,valid,0.5574,18229
GRID-05971,80.22998,21.859176,0.1677,10564,0.0233,5044,0.5693,16371,0.6155,valid,0.6253,12773
GRID-05972,80.23027,21.859177,0.3322,3275,0.054,3241,0.4718,21247,0.6662,valid,0.5255,20203
GRID-05973,80.23056,21.859179,0.412,1760,0.0964,2547,0.4184,23140,0.67,valid,0.4712,22683
GRID-05974,80.230851,21.85918,0.3719,2423,0.13,2018,0.4991,20091,0.705,valid,0.5594,18102
GRID-05975,80.231141,21.859181,0.3342,3227,0.1454,1818,0.658,9822,0.8213,valid,0.7126,5747
GRID-05976,80.231431,21.859183,0.3087,3934,0.1526,1716,0.7594,3108,0.8947,valid,0.8081,1385
