cell_id,longitude,latitude,anomaly_score,anomaly_rank,robust_distance_score,robust_distance_rank,positive_anchor_similarity,positive_anchor_rank,exploration_priority_score,feature_quality,config_b_sensitivity_similarity,config_b_sensitivity_rank
GRID-20531,80.213851,21.835521,0.1466,12531,0.0064,19836,0.6602,9654,0.4947,valid,0.6143,13765
GRID-20532,80.214141,21.835522,0.1132,17096,0.0064,19682,0.708,6216,0.483,valid,0.6901,7384
GRID-20533,80.214431,21.835523,0.1262,15144,0.0044,25283,0.7565,3240,0.4749,valid,0.7283,4735
GRID-20534,80.214721,21.835525,0.0676,24678,0.0034,26874,0.7071,6266,0.3047,valid,0.6858,7693
GRID-20535,80.215012,21.835526,0.1261,15162,0.0046,24785,0.6324,11863,0.377,valid,0.6005,14928
GRID-20536,80.215302,21.835528,0.3014,4154,0.0072,17289,0.6008,14284,0.5704,valid,0.5576,18221
GRID-20537,80.215592,21.835529,0.2731,5092,0.0071,17483,0.6678,9071,0.6195,valid,0.6165,13586
GRID-20538,80.215882,21.83553,0.1186,16264,0.0049,24088,0.6964,6981,0.4308,valid,0.709,5993
GRID-20539,80.216173,21.835532,0.8092,47,0.0474,3359,0.0175,27669,0.6263,valid,0.0214,27637
GRID-20540,80.216463,21.835533,0.0353,27327,0.003,27140,0.6997,6757,0.2638,valid,0.715,5567
GRID-20541,80.216753,21.835534,0.0752,23638,0.006,20893,0.7574,3190,0.4262,valid,0.7609,3047
GRID-20542,80.217044,21.835536,0.0694,24447,0.0025,27465,0.7393,4220,0.325,valid,0.725,4926
GRID-20543,80.217334,21.835537,0.078,23176,0.003,27137,0.6889,7509,0.3047,valid,0.6717,8822
GRID-20544,80.217624,21.835539,0.2049,8074,0.0088,13148,0.6004,14323,0.5726,valid,0.5707,17292
GRID-20545,80.217914,21.83554,0.116,16675,0.009,12680,0.629,12162,0.5008,valid,0.6292,12428
GRID-20546,80.218205,21.835541,0.1475,12442,0.008,14983,0.5643,16690,0.4695,valid,0.589,15848
GRID-20547,80.218495,21.835543,0.1733,10109,0.0119,8961,0.6035,14103,0.6011,valid,0.5988,15041
GRID-20548,80.218785,21.835544,0.2338,6674,0.0119,8953,0.6276,12275,0.6645,valid,0.6092,14199
GRID-20549,80.219076,21.835546,0.109,17795,0.0072,17117,0.7532,3435,0.5389,valid,0.7561,3302
GRID-20550,80.219366,21.835547,0.1073,18089,0.0084,13897,0.7833,2112,0.59,valid,0.7957,1733
GRID-20551,80.219656,21.835548,0.1618,11058,0.0363,3812,0.7539,3390,0.7805,valid,0.7842,2092
GRID-20552,80.219946,21.83555,0.1439,12868,0.0621,3091,0.6494,10485,0.682,valid,0.7069,6137
GRID-20553,80.220237,21.835551,0.248,6065,0.0642,3058,0.6125,13433,0.7288,valid,0.6719,8813
GRID-20554,80.220527,21.835552,0.1342,14045,0.0638,3063,0.6964,6978,0.7104,valid,0.7435,3911
GRID-20555,80.220817,21.835554,0.1039,18692,0.0554,3215,0.6733,8665,0.6324,valid,0.7323,4503
GRID-20556,80.221107,21.835555,0.142,13090,0.0369,3775,0.6411,11159,0.663,valid,0.7081,6044
GRID-20557,80.221398,21.835556,0.12,16037,0.0184,5975,0.6397,11285,0.5996,valid,0.6647,9401
GRID-20558,80.221688,21.835558,0.0695,24441,0.006,21022,0.605,13970,0.2853,valid,0.6751,8558
GRID-20559,80.221978,21.835559,0.0523,26334,0.0025,27472,0.6373,11488,0.2148,valid,0.7043,6330
GRID-20560,80.222269,21.835561,0.2549,5759,0.0089,13030,0.477,21046,0.521,valid,0.5493,18763
GRID-20561,80.222559,21.835562,0.2442,6224,0.0085,13874,0.4229,23001,0.4818,valid,0.4914,21869
GRID-20562,80.222849,21.835563,0.2385,6476,0.0264,4616,0.4332,22648,0.5943,valid,0.4946,21733
GRID-20563,80.223139,21.835565,0.078,23189,0.0532,3255,0.6418,11093,0.5486,valid,0.6917,7243
GRID-20564,80.22343,21.835566,0.2837,4693,0.0488,3333,0.6117,13480,0.7414,valid,0.6222,13061
GRID-20565,80.22372,21.835567,0.2186,7354,0.0399,3614,0.7305,4716,0.8114,valid,0.735,4349
GRID-20566,80.22401,21.835569,0.1846,9352,0.0261,4653,0.6975,6904,0.7486,valid,0.7049,6282
GRID-20567,80.224301,21.83557,0.1891,9051,0.0214,5351,0.6724,8737,0.7218,valid,0.6903,7368
GRID-20568,80.224591,21.835572,0.1742,10048,0.0212,5396,0.5648,16652,0.6141,valid,0.6221,13068
GRID-20569,80.224881,21.835573,0.1238,15466,0.0091,12530,0.7665,2790,0.6298,valid,0.7666,2767
GRID-20570,80.225171,21.835574,0.2293,6863,0.0083,14342,0.4472,22171,0.4784,valid,0.5094,21006
GRID-20571,80.225462,21.835576,0.098,19695,0.0088,13210,0.626,12391,0.4553,valid,0.6915,7264
GRID-20572,80.225752,21.835577,0.372,2422,0.0206,5494,0.3886,24002,0.6162,valid,0.4573,23177
GRID-20573,80.226042,21.835578,0.3137,3789,0.021,5409,0.3897,23975,0.6011,valid,0.456,23218
GRID-20574,80.226333,21.83558,0.1758,9944,0.0202,5575,0.4981,20131,0.5713,valid,0.5658,17659
GRID-20575,80.226623,21.835581,0.1034,18767,0.0157,6815,0.639,11351,0.5559,valid,0.6906,7338
GRID-20576,80.226913,21.835582,0.2582,5637,0.0142,7477,0.4278,22824,0.5679,valid,0.497,21620
GRID-20577,80.227203,21.835584,0.1059,18323,0.0052,23247,0.5821,15576,0.3128,valid,0.6479,10796
GRID-20578,80.227494,21.835585,0.5256,798,0.0177,6158,0.1661,27005,0.5916,valid,0.2024,26886
GRID-20579,80.227784,21.835586,0.3154,3754,0.0099,11192,0.3003,25659,0.5117,valid,0.3461,25576
GRID-20580,80.228074,21.835588,0.2044,8110,0.017,6344,0.4384,22480,0.5559,valid,0.4822,22260
GRID-20581,80.228364,21.835589,0.3611,2623,0.0121,8765,0.3116,25491,0.5565,valid,0.3637,25324
GRID-20582,80.228655,21.835591,0.1641,10855,0.0073,16865,0.5731,16126,0.4728,valid,0.6092,14204
GRID-20583,80.228945,21.835592,0.1476,12426,0.0076,16010,0.6439,10914,0.5268,valid,0.6282,12522
GRID-20584,80.229235,21.835593,0.1796,9663,0.0076,16143,0.6351,11669,0.5494,valid,0.6019,14793
GRID-20585,80.229526,21.835595,0.0825,22428,0.0066,19084,0.7924,1810,0.4791,valid,0.7786,2280
GRID-20586,80.229816,21.835596,0.1661,10684,0.0078,15396,0.6654,9247,0.5752,valid,0.6215,13131
GRID-20587,80.230106,21.835597,0.1734,10103,0.0075,16343,0.6557,9997,0.5618,valid,0.6106,14097
GRID-20588,80.230396,21.835599,0.0776,23245,0.0056,22106,0.7408,4138,0.4049,valid,0.7252,4908
GRID-20589,80.230687,21.8356,0.0899,21128,0.0061,20692,0.7007,6685,0.4167,valid,0.6802,8122
GRID-20590,80.230977,21.835601,0.088,21452,0.0059,21357,0.7194,5413,0.4201,valid,0.7131,5706
GRID-20591,80.231267,21.835603,0.1028,18881,0.0067,18817,0.8087,1367,0.5303,valid,0.8058,1449
GRID-20592,80.231558,21.835604,0.0937,20423,0.0076,16169,0.7809,2201,0.5335,valid,0.7618,3010
GRID-20593,80.231848,21.835605,0.0941,20354,0.0054,22825,0.7406,4156,0.4308,valid,0.7193,5277
GRID-20594,80.232138,21.835607,0.142,13087,0.0064,19659,0.7299,4754,0.5491,valid,0.7062,6187
GRID-20595,80.232428,21.835608,0.1558,11593,0.0072,17091,0.7888,1923,0.632,valid,0.774,2469
GRID-20596,80.232719,21.83561,0.099,19529,0.0047,24570,0.8485,656,0.4618,valid,0.8509,666
GRID-20597,80.233009,21.835611,0.0599,25649,0.004,26075,0.7509,3561,0.3352,valid,0.7803,2225
GRID-20598,80.233299,21.835612,0.11,17638,0.0054,22911,0.6777,8350,0.412,valid,0.6541,10304
GRID-20599,80.233589,21.835614,0.1113,17404,0.0058,21547,0.6671,9132,0.4218,valid,0.6462,10950
GRID-20600,80.23388,21.835615,0.1332,14190,0.0072,17278,0.6917,7299,0.5338,valid,0.6634,9495
GRID-20601,80.23417,21.835616,0.2222,7175,0.0118,8971,0.6643,9332,0.6937,valid,0.6202,13267
GRID-20602,80.23446,21.835618,0.158,11382,0.0083,14220,0.6452,10811,0.5622,valid,0.6108,14075
GRID-20603,80.234751,21.835619,0.2515,5924,0.0102,10714,0.5677,16469,0.6019,valid,0.5346,19683
GRID-20604,80.235041,21.83562,0.2374,6530,0.0101,10848,0.6043,14025,0.6224,valid,0.5769,16809
GRID-20605,80.235331,21.835622,0.1717,10248,0.008,14936,0.6315,11937,0.5536,valid,0.6091,14208
GRID-20606,80.235621,21.835623,0.0847,22039,0.0047,24677,0.6991,6802,0.3565,valid,0.677,8398
GRID-20607,80.235912,21.835624,0.0783,23148,0.0065,19388,0.773,2506,0.4584,valid,0.7572,3242
GRID-20608,80.236202,21.835626,0.1639,10869,0.0065,19349,0.7572,3204,0.5981,valid,0.7224,5090
GRID-20609,80.236492,21.835627,0.1859,9248,0.0108,9916,0.7786,2281,0.7422,valid,0.7997,1619
GRID-20610,80.236783,21.835628,0.2543,5785,0.0153,6964,0.6802,8145,0.7488,valid,0.7046,6310
GRID-20611,80.237073,21.83563,0.0658,24912,0.0044,25308,0.6419,11084,0.2628,valid,0.6824,7952
GRID-20612,80.237363,21.835631,0.0517,26396,0.0052,23398,0.7171,5572,0.3342,valid,0.7569,3259
GRID-20613,80.237653,21.835632,0.0842,22142,0.0084,14091,0.6115,13499,0.402,valid,0.6463,10946
GRID-20614,80.237944,21.835634,0.1271,15018,0.0067,18628,0.4549,21877,0.3323,valid,0.4954,21696
GRID-20615,80.238234,21.835635,0.3065,3998,0.0122,8712,0.265,26119,0.5331,valid,0.3036,26111
GRID-20616,80.238524,21.835636,0.1144,16910,0.0066,19077,0.4908,20474,0.3211,valid,0.5331,19754
GRID-20617,80.238815,21.835638,0.0873,21591,0.0063,19879,0.5207,19082,0.2719,valid,0.5639,17807
GRID-20618,80.239105,21.835639,0.0943,20328,0.0048,24431,0.6916,7302,0.374,valid,0.6675,9159
GRID-20619,80.239395,21.83564,0.1079,17983,0.0063,19961,0.6571,9909,0.4246,valid,0.6299,12376
GRID-20620,80.239685,21.835642,0.1348,13961,0.0062,20234,0.6865,7685,0.4964,valid,0.6666,9241
GRID-20621,80.239976,21.835643,0.2516,5913,0.011,9757,0.5611,16868,0.6088,valid,0.5345,19685
GRID-20622,80.240266,21.835644,0.1984,8443,0.0082,14511,0.3702,24429,0.4302,valid,0.4241,24145
GRID-20623,80.240556,21.835646,0.1577,11415,0.0126,8359,0.6779,8338,0.662,valid,0.6765,8434
GRID-20624,80.240846,21.835647,0.0799,22851,0.0162,6582,0.7008,6681,0.5657,valid,0.7434,3914
GRID-20625,80.241137,21.835648,0.1846,9344,0.0137,7692,0.4497,22089,0.5295,valid,0.5109,20924
GRID-20626,80.241427,21.83565,0.072,24085,0.002,27593,0.5049,19824,0.1402,valid,0.5629,17876
GRID-20627,80.241717,21.835651,0.1147,16866,0.0137,7717,0.649,10508,0.5781,valid,0.6372,11747
GRID-20628,80.242008,21.835652,0.0989,19546,0.0198,5687,0.6685,9027,0.588,valid,0.6521,10463
GRID-20629,80.242298,21.835654,0.0811,22643,0.0052,23295,0.535,18283,0.2277,valid,0.5809,16505
GRID-20630,80.242588,21.835655,0.033,27413,0.0046,24901,0.6823,7997,0.2748,valid,0.708,6056
GRID-20631,80.242878,21.835656,0.0694,24456,0.0038,26329,0.7068,6288,0.3137,valid,0.7224,5092
GRID-20632,80.243169,21.835658,0.0779,23201,0.0035,26670,0.7092,6115,0.3268,valid,0.7129,5717
GRID-20633,80.243459,21.835659,0.1082,17920,0.0049,24198,0.7054,6385,0.4168,valid,0.6887,7473
GRID-20634,80.243749,21.83566,0.0624,25337,0.0045,24951,0.5994,14379,0.2224,valid,0.6556,10177
GRID-20635,80.24404,21.835662,0.0773,23295,0.0197,5705,0.6797,8184,0.5529,valid,0.7022,6488
GRID-20636,80.24433,21.835663,0.4986,932,0.0293,4320,0.1725,26969,0.6126,valid,0.2048,26871
GRID-20637,80.24462,21.835664,0.1647,10805,0.0171,6324,0.4847,20739,0.5447,valid,0.5174,20619
GRID-20638,80.24491,21.835666,0.1024,18952,0.0038,26366,0.4641,21531,0.1961,valid,0.522,20375
GRID-20639,80.245201,21.835667,0.0698,24391,0.0043,25499,0.5863,15274,0.2164,valid,0.6005,14933
GRID-20640,80.245491,21.835668,0.0706,24280,0.003,27132,0.6733,8664,0.2776,valid,0.6613,9660
GRID-20641,80.245781,21.83567,0.069,24502,0.0054,22709,0.6855,7752,0.3391,valid,0.6833,7887
GRID-20642,80.246072,21.835671,0.0782,23156,0.0055,22409,0.717,5581,0.385,valid,0.7313,4560
GRID-20643,80.246362,21.835672,0.069,24504,0.0025,27450,0.6575,9873,0.2565,valid,0.6621,9587
GRID-20644,80.246652,21.835674,0.1162,16644,0.0076,15945,0.6348,11699,0.4675,valid,0.616,13627
GRID-20645,80.246942,21.835675,0.1396,13383,0.0073,16844,0.4244,22961,0.3604,valid,0.4672,22841
GRID-20646,80.247233,21.835676,0.1364,13754,0.0068,18535,0.3939,23858,0.3248,valid,0.4447,23576
GRID-20647,80.247523,21.835678,0.1274,14984,0.0059,21254,0.4274,22839,0.2896,valid,0.4817,22285
GRID-20648,80.247813,21.835679,0.0398,27133,0.0041,25824,0.5172,19251,0.1317,valid,0.5658,17658
GRID-20649,80.248103,21.83568,0.0238,27605,0.0036,26606,0.557,17088,0.1426,valid,0.5952,15334
GRID-20650,80.248394,21.835682,0.0417,27050,0.0033,26918,0.6397,11289,0.2153,valid,0.6494,10670
GRID-20651,80.248684,21.835683,0.1507,12149,0.005,23755,0.6349,11691,0.4277,valid,0.6041,14622
GRID-20652,80.248974,21.835684,0.1832,9439,0.0059,21106,0.6553,10029,0.5121,valid,0.6231,12973
GRID-20653,80.249265,21.835686,0.0435,26945,0.0037,26422,0.5098,19606,0.1225,valid,0.5478,18867
GRID-20654,80.249555,21.835687,0.0312,27469,0.0053,22949,0.5239,18901,0.1664,valid,0.5545,18427
GRID-20655,80.249845,21.835688,0.0676,24681,0.0053,23018,0.6389,11356,0.2899,valid,0.6449,11074
GRID-20656,80.250135,21.83569,0.0564,25983,0.0035,26723,0.6851,7795,0.2725,valid,0.685,7743
GRID-20657,80.250426,21.835691,0.0753,23613,0.0044,25254,0.5759,15970,0.2203,valid,0.6061,14463
GRID-20658,80.250716,21.835692,0.1618,11057,0.0065,19244,0.4878,20604,0.3879,valid,0.5244,20262
GRID-20659,80.251006,21.835694,0.0771,23320,0.0078,15643,0.6402,11241,0.3963,valid,0.66,9770
GRID-20660,80.251297,21.835695,0.0753,23610,0.0067,18845,0.4482,22142,0.2232,valid,0.4785,22408
GRID-20661,80.251587,21.835696,0.0974,19813,0.0063,20054,0.5695,16357,0.3239,valid,0.5853,16138
GRID-20662,80.251877,21.835698,0.1368,13690,0.0069,18164,0.5876,15206,0.4341,valid,0.6195,13329
GRID-20663,80.252167,21.835699,0.5952,457,0.9843,38,0.0361,27468,0.6638,valid,0.028,27536
GRID-20664,80.252458,21.8357,0.2751,5017,0.0117,9072,0.5888,15127,0.6487,partial,0.5415,19283
GRID-20665,80.203983,21.835202,0.1643,10835,0.0085,13703,0.5339,18351,0.4843,valid,0.5115,20902
GRID-20666,80.204273,21.835204,0.162,11038,0.0076,16068,0.5263,18768,0.4484,valid,0.5002,21471
GRID-20667,80.204563,21.835205,0.0979,19727,0.0074,16773,0.6561,9971,0.4412,valid,0.6329,12097
GRID-20668,80.204853,21.835207,0.1109,17473,0.0064,19520,0.5921,14916,0.3758,valid,0.5618,17947
GRID-20669,80.205144,21.835208,0.104,18679,0.0051,23680,0.5984,14459,0.3168,valid,0.6074,14338
GRID-20670,80.205434,21.835209,0.1957,8613,0.0085,13743,0.5013,19989,0.4908,valid,0.4706,22711
GRID-20671,80.205724,21.835211,0.1484,12370,0.0069,18093,0.541,17988,0.4174,valid,0.509,21027
GRID-20672,80.206015,21.835212,0.1334,14164,0.0098,11361,0.6533,10175,0.5707,valid,0.647,10891
GRID-20673,80.206305,21.835214,0.1534,11848,0.0088,13073,0.6927,7228,0.6134,valid,0.6868,7616
GRID-20674,80.206595,21.835215,0.2278,6914,0.0117,9091,0.6369,11524,0.669,valid,0.6065,14426
GRID-20675,80.206885,21.835216,0.1932,8776,0.0086,13518,0.5979,14505,0.5575,valid,0.5557,18343
GRID-20676,80.207176,21.835218,0.1433,12953,0.0067,18615,0.6749,8556,0.5175,valid,0.6446,11100
GRID-20677,80.207466,21.835219,0.2166,7452,0.0048,24389,0.6508,10374,0.4924,valid,0.6112,14048
GRID-20678,80.207756,21.835221,0.3042,4073,0.0071,17429,0.5864,15270,0.5578,valid,0.5436,19149
GRID-20679,80.208046,21.835222,0.2713,5158,0.0048,24473,0.5892,15100,0.4621,valid,0.5477,18874
GRID-20680,80.208337,21.835223,0.0778,23218,0.0053,23003,0.6296,12108,0.2986,valid,0.6185,13406
GRID-20681,80.208627,21.835225,0.0753,23614,0.005,23796,0.6354,11646,0.2899,valid,0.6275,12580
GRID-20682,80.208917,21.835226,0.1289,14778,0.0069,18206,0.6384,11399,0.4663,valid,0.6301,12351
GRID-20683,80.209208,21.835227,0.0969,19882,0.0062,20282,0.6308,12002,0.3727,valid,0.6036,14655
GRID-20684,80.209498,21.835229,0.1202,16005,0.0061,20501,0.6498,10446,0.4354,valid,0.6291,12443
GRID-20685,80.209788,21.83523,0.1892,9045,0.0057,21793,0.6829,7952,0.5336,valid,0.6465,10926
GRID-20686,80.210078,21.835232,0.2246,7047,0.0062,20233,0.718,5505,0.6058,valid,0.6695,9003
GRID-20687,80.210369,21.835233,0.1538,11798,0.0079,15306,0.7107,5991,0.6021,valid,0.6872,7586
GRID-20688,80.210659,21.835234,0.15,12210,0.0073,16918,0.7066,6303,0.574,valid,0.6566,10074
GRID-20689,80.210949,21.835236,0.2083,7880,0.0056,22110,0.7144,5749,0.5703,valid,0.6676,9152
GRID-20690,80.21124,21.835237,0.2333,6698,0.0119,8950,0.4907,20479,0.5656,valid,0.5525,18550
GRID-20691,80.21153,21.835239,0.2546,5772,0.0115,9286,0.4388,22467,0.5488,valid,0.4955,21691
GRID-20692,80.21182,21.83524,0.0582,25809,0.0035,26763,0.7085,6178,0.2935,valid,0.7475,3722
GRID-20693,80.21211,21.835241,0.0916,20804,0.0035,26715,0.5908,15006,0.2481,valid,0.6064,14433
GRID-20694,80.212401,21.835243,0.1495,12261,0.008,15052,0.6242,12534,0.5209,valid,0.6455,11019
GRID-20695,80.212691,21.835244,0.3791,2306,0.0173,6264,0.2934,25759,0.5872,valid,0.3394,25659
GRID-20696,80.212981,21.835246,0.0531,26273,0.0034,26840,0.6968,6958,0.2777,valid,0.7049,6288
GRID-20697,80.213271,21.835247,0.102,19021,0.0124,8561,0.6893,7476,0.5784,valid,0.6672,9182
GRID-20698,80.213562,21.835248,0.1166,16586,0.0104,10398,0.6473,10648,0.5475,valid,0.6028,14720
GRID-20699,80.213852,21.83525,0.1166,16593,0.0073,16924,0.7252,5039,0.5364,valid,0.6811,8043
GRID-20700,80.214142,21.835251,0.1383,13523,0.0073,17000,0.7357,4427,0.5797,valid,0.7012,6559
GRID-20701,80.214433,21.835252,0.1351,13922,0.0053,22918,0.7224,5211,0.4944,valid,0.6772,8369
GRID-20702,80.214723,21.835254,0.0832,22324,0.0035,26689,0.6704,8887,0.3038,valid,0.6391,11584
GRID-20703,80.215013,21.835255,0.1446,12766,0.0042,25688,0.6395,11301,0.4017,valid,0.6007,14901
GRID-20704,80.215303,21.835257,0.1808,9595,0.0044,25187,0.7447,3896,0.5349,valid,0.698,6765
GRID-20705,80.215594,21.835258,0.0647,25054,0.0033,26936,0.7873,1965,0.3512,valid,0.7612,3036
GRID-20706,80.215884,21.835259,0.1369,13668,0.0045,24979,0.662,9515,0.4209,valid,0.6312,12240
GRID-20707,80.216174,21.835261,0.0575,25869,0.0027,27337,0.688,7567,0.2692,valid,0.6667,9229
GRID-20708,80.216465,21.835262,0.1726,10183,0.0085,13668,0.5546,17222,0.5061,valid,0.6028,14717
GRID-20709,80.216755,21.835263,0.0894,21201,0.0046,24754,0.5982,14474,0.2734,valid,0.6488,10726
GRID-20710,80.217045,21.835265,0.0581,25811,0.0026,27393,0.6614,9560,0.2453,valid,0.7099,5930
GRID-20711,80.217335,21.835266,0.0558,26026,0.0027,27362,0.6551,10044,0.2372,valid,0.6784,8279
GRID-20712,80.217626,21.835268,0.1603,11186,0.0114,9358,0.598,14498,0.5786,valid,0.5823,16383
GRID-20713,80.217916,21.835269,0.2761,4977,0.0117,9051,0.4198,23095,0.5536,valid,0.4528,23313
GRID-20714,80.218206,21.83527,0.0631,25255,0.0093,12195,0.6814,8052,0.4529,valid,0.6872,7592
GRID-20715,80.218496,21.835272,0.0672,24744,0.0064,19817,0.7617,3005,0.428,valid,0.7772,2348
GRID-20716,80.218787,21.835273,0.0951,20188,0.0098,11241,0.7459,3840,0.5759,valid,0.7581,3198
GRID-20717,80.219077,21.835274,0.0856,21882,0.0101,10905,0.6827,7969,0.5099,valid,0.7026,6446
GRID-20718,80.219367,21.835276,0.0812,22627,0.0077,15735,0.7996,1624,0.5192,valid,0.7966,1722
GRID-20719,80.219658,21.835277,0.1557,11604,0.0202,5580,0.7902,1871,0.7709,valid,0.7782,2296
GRID-20720,80.219948,21.835279,0.1699,10365,0.0366,3792,0.6872,7628,0.7381,valid,0.7281,4743
GRID-20721,80.220238,21.83528,0.1929,8792,0.0391,3654,0.5052,19803,0.6122,valid,0.5777,16755
GRID-20722,80.220528,21.835281,0.2811,4794,0.0387,3666,0.4843,20758,0.6487,valid,0.5565,18293
GRID-20723,80.220819,21.835283,0.3313,3302,0.0345,3907,0.4252,22930,0.6376,valid,0.4978,21573
GRID-20724,80.221109,21.835284,0.1138,16994,0.017,6353,0.6678,9073,0.6102,valid,0.6981,6755
GRID-20725,80.221399,21.835285,0.0476,26728,0.0045,25131,0.6717,8799,0.2706,valid,0.7355,4324
GRID-20726,80.22169,21.835287,0.0787,23072,0.004,26097,0.6703,8895,0.3018,valid,0.7397,4105
GRID-20727,80.22198,21.835288,0.1659,10696,0.0063,19970,0.5482,17577,0.4199,valid,0.6118,13976
GRID-20728,80.22227,21.83529,0.1414,13151,0.0048,24269,0.5167,19267,0.3183,valid,0.5862,16058
GRID-20729,80.22256,21.835291,0.2743,5048,0.025,4796,0.3857,24071,0.5922,valid,0.4493,23425
GRID-20730,80.222851,21.835292,0.1118,17316,0.0514,3281,0.6444,10879,0.6215,valid,0.6964,6896
GRID-20731,80.223141,21.835294,0.1591,11278,0.0393,3642,0.698,6869,0.738,valid,0.697,6853
GRID-20732,80.223431,21.835295,0.1509,12117,0.008,15062,0.7149,5718,0.6044,valid,0.7269,4818
GRID-20733,80.223721,21.835296,0.2601,5571,0.0135,7806,0.6755,8516,0.7368,valid,0.6598,9791
GRID-20734,80.224012,21.835298,0.2452,6186,0.0135,7796,0.6226,12671,0.6795,valid,0.6111,14058
GRID-20735,80.224302,21.835299,0.1979,8482,0.0157,6787,0.6623,9498,0.7022,valid,0.6763,8447
GRID-20736,80.224592,21.835301,0.2048,8082,0.0266,4589,0.6025,14172,0.6772,valid,0.6334,12064
GRID-20737,80.224883,21.835302,0.0401,27115,0.0136,7770,0.7234,5162,0.5185,valid,0.7644,2883
GRID-20738,80.225173,21.835303,0.1332,14178,0.0102,10746,0.6529,10209,0.5775,valid,0.645,11065
GRID-20739,80.225463,21.835305,0.0604,25595,0.0067,18819,0.7571,3206,0.4274,valid,0.7694,2645
GRID-20740,80.225753,21.835306,0.2093,7830,0.0159,6734,0.7778,2316,0.797,valid,0.7799,2239
GRID-20741,80.226044,21.835307,0.1543,11746,0.0164,6516,0.7788,2272,0.7531,valid,0.7531,3453
GRID-20742,80.226334,21.835309,0.1217,15752,0.0178,6121,0.8165,1171,0.7229,valid,0.8092,1362
GRID-20743,80.226624,21.83531,0.1422,13067,0.0194,5766,0.8097,1340,0.7574,valid,0.7908,1907
GRID-20744,80.226915,21.835311,0.1424,13041,0.0192,5796,0.7989,1646,0.7537,valid,0.8062,1440
GRID-20745,80.227205,21.835313,0.0564,25978,0.0092,12271,0.8094,1349,0.5239,valid,0.8372,834
GRID-20746,80.227495,21.835314,0.305,4040,0.0068,18547,0.295,25739,0.4189,valid,0.3431,25616
GRID-20747,80.227785,21.835315,0.4126,1749,0.0141,7486,0.2309,26505,0.5702,valid,0.273,26423
GRID-20748,80.228076,21.835317,0.385,2211,0.0201,5620,0.2421,26386,0.5886,valid,0.2848,26321
GRID-20749,80.228366,21.835318,0.2237,7089,0.007,17895,0.3892,23989,0.4111,valid,0.4378,23768
GRID-20750,80.228656,21.83532,0.2558,5719,0.0094,11904,0.4128,23316,0.5077,valid,0.4705,22716
GRID-20751,80.228946,21.835321,0.1342,14055,0.0062,20459,0.6539,10131,0.4632,valid,0.6573,10018
GRID-20752,80.229237,21.835322,0.1221,15691,0.0063,20062,0.6667,9158,0.46,valid,0.6306,12297
GRID-20753,80.229527,21.835324,0.0967,19929,0.0072,17259,0.8355,845,0.5427,valid,0.8308,939
GRID-20754,80.229817,21.835325,0.1003,19304,0.0055,22440,0.7048,6418,0.4209,valid,0.669,9041
GRID-20755,80.230108,21.835326,0.1296,14684,0.0057,21980,0.7046,6433,0.4818,valid,0.6674,9169
GRID-20756,80.230398,21.835328,0.0995,19441,0.0061,20629,0.7342,4507,0.464,valid,0.7166,5451
GRID-20757,80.230688,21.835329,0.1164,16628,0.0064,19809,0.6859,7729,0.4689,valid,0.6574,10011
GRID-20758,80.230978,21.83533,0.0827,22410,0.0055,22498,0.7092,6116,0.3864,valid,0.6869,7615
GRID-20759,80.231269,21.835332,0.1059,18330,0.0058,21523,0.8315,916,0.5098,valid,0.8127,1270
GRID-20760,80.231559,21.835333,0.1312,14449,0.0069,18240,0.7507,3581,0.5639,valid,0.7191,5285
GRID-20761,80.231849,21.835334,0.1336,14130,0.0055,22427,0.722,5240,0.4974,valid,0.6855,7714
GRID-20762,80.23214,21.835336,0.0841,22151,0.0059,21404,0.7628,2951,0.4408,valid,0.7456,3804
GRID-20763,80.23243,21.835337,0.1733,10111,0.0074,16775,0.8128,1271,0.6614,valid,0.7798,2243
GRID-20764,80.23272,21.835339,0.2216,7214,0.0047,24556,0.7167,5595,0.5507,valid,0.6752,8552
GRID-20765,80.23301,21.83534,0.1704,10331,0.0063,19898,0.7359,4411,0.5835,valid,0.7131,5701
